Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T028_000,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T028_005,SE_T028_006,SE_T028_007,SE_T028_008,SE_T028_009,SE_T029_000,SE_T029_001,SE_T029_002,SE_T029_003,SE_T029_004,SE_T029_005,SE_T029_006,SE_T029_007,SE_T029_008,SE_T029_009,SE_T030_000,SE_T030_001,SE_T030_002,SE_T030_003,SE_T030_004,SE_T030_005,SE_T030_006,SE_T030_007,SE_T030_008,SE_T030_009,SE_T031_000,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_000,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009
"Census Tract 1351.16, Los Angeles County, California","Census Tract 1351.16","06037135116","00","06","037",,"135116",,,,,,,,1718,327,1391,886,152,6,244,1,7,95,1472,255,1217,817,86,7,242,1,2,62,246,72,174,69,66,-1,2,0,5,33,16.7119565217391,28.2352941176471,14.2974527526705,8.44553243574051,76.7441860465116,-14.2857142857143,0.826446280991736,0,250,53.2258064516129,5.55111512312578E-15,1.7103906210457,-1.7103906210457,-3.9311225135395,3.00510578529129,-0.126300172090905,-2.23765627372577,-0.00972756491370147,0.271580958647568,1.31772915928532
"Census Tract 1352.01, Los Angeles County, California","Census Tract 1352.01","06037135201","00","06","037",,"135201",,,,,,,,2592,393,2199,1526,75,5,410,1,25,157,2620,379,2241,1780,83,5,291,1,1,80,-28,14,-42,-254,-8,0,119,0,24,77,-1.06870229007634,3.69393139841689,-1.87416331994645,-14.2696629213483,-9.63855421686747,0,40.893470790378,0,2400,96.25,2.77555756156289E-15,0.696388182075205,-0.696388182075203,-9.06547450758647,-0.274420412779191,0.00206153991141268,4.71103100556027,0.000412307982282535,0.926338233908208,3.00366365092828
"Census Tract 1352.02, Los Angeles County, California","Census Tract 1352.02","06037135202","00","06","037",,"135202",,,,,,,,4399,784,3615,2514,104,8,708,5,39,237,4255,658,3597,2854,121,9,461,3,6,143,144,126,18,-340,-17,-1,247,2,33,94,3.38425381903643,19.1489361702128,0.500417014178482,-11.9131044148563,-14.0495867768595,-11.1111111111111,53.5791757049892,66.6666666666667,550,65.7342657342657,-2.66453525910038E-15,2.35807251354263,-2.35807251354263,-9.92467842680835,-0.47953960266047,-0.0296563501639754,5.26025437359041,0.0431569080570336,0.745554552645097,2.02683603179763
"Census Tract 1352.04, Los Angeles County, California","Census Tract 1352.04","06037135204","00","06","037",,"135204",,,,,,,,4791,850,3941,2873,142,4,677,0,24,221,4726,725,4001,3156,99,6,575,7,6,152,65,125,-60,-283,43,-2,102,-7,18,69,1.37537029200169,17.2413793103448,-1.49962509372657,-8.96704689480355,43.4343434343434,-33.3333333333333,17.7391304347826,-100,300,45.3947368421053,0,2.40093018958438,-2.40093018958438,-6.81291351316162,0.869095875827976,-0.0434673808708015,1.96392445879754,-0.148116800677105,0.373982003391357,1.39656516710827
"Census Tract 1352.05, Los Angeles County, California","Census Tract 1352.05","06037135205","00","06","037",,"135205",,,,,,,,2342,177,2165,1625,39,0,338,0,16,147,2329,122,2207,1803,40,2,261,1,5,95,13,55,-42,-178,-1,-2,77,-1,11,52,0.55817947617003,45.0819672131148,-1.9030357951971,-9.87243483083749,-2.5,-100,29.5019157088123,-100,220,54.7368421052632,2.22044604925031E-15,2.31934334069482,-2.31934334069481,-8.03005875129572,-0.0522319295673788,-0.08587376556462,3.22558290210061,-0.04293688278231,0.468492358078202,2.1976827283364
"Census Tract 1370, Los Angeles County, California","Census Tract 1370","06037137000","00","06","037",,"137000",,,,,,,,4754,536,4218,3395,131,2,370,5,30,285,4697,423,4274,3680,112,11,293,3,6,169,57,113,-56,-285,19,-9,77,2,24,116,1.21354055780285,26.7139479905437,-1.3102480112307,-7.7445652173913,16.9642857142857,-81.8181818181818,26.2798634812287,66.6666666666667,400,68.6390532544379,-1.33226762955019E-15,2.26896767859684,-2.26896767859684,-6.93433513940145,0.371073508103929,-0.192122201543086,1.54489537580222,0.0413040341452653,0.503306427566929,2.39691031672935
"Census Tract 1371.03, Los Angeles County, California","Census Tract 1371.03","06037137103","00","06","037",,"137103",,,,,,,,4951,794,4157,2827,311,14,698,0,30,277,4199,492,3707,2580,242,11,668,4,12,190,752,302,450,247,69,3,30,-4,18,87,17.9090259585616,61.3821138211382,12.1391961154572,9.57364341085271,28.5123966942149,27.2727272727273,4.49101796407186,-100,150,45.7894736842105,0,4.32008871508538,-4.32008871508538,-4.34362491882223,0.518282310246031,0.0208040223098006,-1.81038766720241,-0.0952607763753275,0.320155865178199,1.06994244958055
"Census Tract 1371.04, Los Angeles County, California","Census Tract 1371.04","06037137104","00","06","037",,"137104",,,,,,,,2725,254,2471,2018,89,5,195,0,18,146,2717,246,2471,2095,77,2,143,1,6,147,8,8,0,-77,12,3,52,-1,12,-1,0.294442399705558,3.2520325203252,0,-3.67541766109785,15.5844155844156,150,36.3636363636364,-100,200,-0.680272108843537,5.55111512312578E-15,0.266997126485297,-0.266997126485291,-3.05205755133326,0.432046948705568,0.109875638605721,1.89280540801545,-0.0368052999631947,0.439718658936428,-0.0525809294520063
"Census Tract 1372.02, Los Angeles County, California","Census Tract 1372.02","06037137202","00","06","037",,"137202",,,,,,,,3588,540,3048,2009,230,7,544,4,26,228,2866,288,2578,1769,199,5,452,4,16,133,722,252,470,240,31,2,92,0,10,95,25.191905094208,87.5,18.2311869666408,13.5669869983041,15.5778894472362,40,20.353982300885,0,62.5,71.4285714285714,1.77635683940025E-15,5.00131865464552,-5.00131865464551,-5.73146045475302,-0.533218816540521,0.020635583759465,-0.609459616104235,-0.028084621063777,0.166368316190823,1.71390095386576
"Census Tract 1372.03, Los Angeles County, California","Census Tract 1372.03","06037137203","00","06","037",,"137203",,,,,,,,2416,458,1958,1508,63,1,197,4,7,178,2404,432,1972,1603,81,4,195,4,11,74,12,26,-14,-95,-18,-3,2,0,-4,104,0.499168053244592,6.01851851851852,-0.709939148073022,-5.92638802245789,-22.2222222222222,-75,1.02564102564103,0,-36.3636363636364,140.540540540541,-1.11022302462516E-14,0.98690372557878,-0.986903725578792,-4.2633139028771,-0.761768465361263,-0.12499862260471,0.0424926447091495,-0.000826437174246018,-0.167835616136461,4.28934667386585
"Census Tract 1373.01, Los Angeles County, California","Census Tract 1373.01","06037137301","00","06","037",,"137301",,,,,,,,2238,294,1944,1578,53,5,180,1,15,112,2264,170,2094,1788,62,9,178,1,5,51,-26,124,-150,-210,-9,-4,2,0,10,61,-1.14840989399293,72.9411764705882,-7.16332378223496,-11.744966442953,-14.5161290322581,-44.4444444444444,1.12359550561798,0,200,119.607843137255,0,5.62789530025862,-5.62789530025862,-8.46588163965175,-0.370330020809847,-0.174112739479028,0.180704629638401,0.00051314115013089,0.449393230326168,2.75181809856731
"Census Tract 1373.02, Los Angeles County, California","Census Tract 1373.02","06037137302","00","06","037",,"137302",,,,,,,,4341,423,3918,3092,104,4,463,4,33,218,4338,336,4002,3404,78,1,330,9,7,173,3,87,-84,-312,26,3,133,-5,26,45,0.0691562932226833,25.8928571428571,-2.09895052473763,-9.16568742655699,33.3333333333333,300,40.3030303030303,-55.5555555555556,371.428571428571,26.0115606936416,-9.76996261670138E-15,1.99879370778097,-1.99879370778098,-7.24151302053214,0.597697721522375,0.0690925693864956,3.05855296550023,-0.11532421254066,0.598828819614706,1.03387144926802
"Census Tract 1374.01, Los Angeles County, California","Census Tract 1374.01","06037137401","00","06","037",,"137401",,,,,,,,4708,621,4087,3169,180,15,378,4,43,298,4157,411,3746,3210,112,7,225,3,11,178,551,210,341,-41,68,8,153,1,32,120,13.2547510223719,51.0948905109489,9.1030432461292,-1.27725856697819,60.7142857142857,114.285714285714,68,33.3333333333333,290.909090909091,67.4157303370787,5.32907051820075E-15,3.30337666308521,-3.3033766630852,-9.90818835637506,1.12902886267934,0.150215960671919,2.61632986830211,0.0127943387707911,0.648725093193269,2.04771756967243
"Census Tract 1374.02, Los Angeles County, California","Census Tract 1374.02","06037137402","00","06","037",,"137402",,,,,,,,5663,666,4997,3913,283,7,431,0,46,317,5364,414,4950,4096,250,6,329,1,16,252,299,252,47,-183,33,1,102,-1,30,65,5.57419835943326,60.8695652173913,0.94949494949495,-4.4677734375,13.2,16.6666666666667,31.0030395136778,-100,187.5,25.7936507936508,5.32907051820075E-15,4.04243013935981,-4.04243013935981,-7.2632732615643,0.336650257838899,0.0117525710477486,1.47732451699567,-0.0186428038777032,0.514005443448538,0.899753136751336
"Census Tract 1375.01, Los Angeles County, California","Census Tract 1375.01","06037137501","00","06","037",,"137501",,,,,,,,4662,587,4075,3002,368,1,387,1,33,283,4124,535,3589,2789,218,3,360,1,6,212,538,52,486,213,150,-2,27,0,27,71,13.0455868089234,9.7196261682243,13.5413764279744,7.63714593044102,68.8073394495413,-66.6666666666667,7.5,0,450,33.4905660377358,2.77555756156289E-15,-0.381679309904334,0.381679309904337,-3.23555161091533,2.60747792270586,-0.0512948864064286,-0.428230641615705,-0.00279828116879523,0.562360892137808,0.929715915166934
"Census Tract 1375.02, Los Angeles County, California","Census Tract 1375.02","06037137502","00","06","037",,"137502",,,,,,,,4441,555,3886,3109,148,4,316,4,42,263,4202,417,3785,3162,175,9,236,3,11,189,239,138,101,-53,-27,-5,80,1,31,74,5.68776772965255,33.0935251798561,2.66842800528402,-1.67615433270082,-15.4285714285714,-55.5555555555556,33.8983050847458,33.3333333333333,281.818181818182,39.1534391534392,2.66453525910038E-15,2.5733395309018,-2.5733395309018,-5.24312577373596,-0.832100732422696,-0.124113917938949,1.49914136811574,0.018675230085801,0.683952838318807,1.42423145667545
"Census Tract 1375.04, Los Angeles County, California","Census Tract 1375.04","06037137504","00","06","037",,"137504",,,,,,,,1920,118,1802,1531,51,0,105,0,11,104,1939,83,1856,1610,58,0,94,0,5,89,-19,35,-54,-79,-7,0,11,0,6,15,-0.979886539453326,42.1686746987952,-2.90948275862069,-4.90683229813665,-12.0689655172414,,11.7021276595745,,120,16.8539325842697,6.88338275267597E-15,1.86527634519512,-1.86527634519511,-3.29290764139591,-0.334982594120681,0,0.620890278494069,0,0.31505178786316,0.826671823964243
"Census Tract 1380, Los Angeles County, California","Census Tract 1380","06037138000","00","06","037",,"138000",,,,,,,,4575,424,4151,3451,119,7,307,0,53,214,4484,350,4134,3604,106,8,253,7,13,143,91,74,17,-153,13,-1,54,-7,40,71,2.02943800178412,21.1428571428571,0.411223996129656,-4.24528301886792,12.2641509433962,-12.5,21.3438735177866,-100,307.692307692308,49.6503496503497,2.66453525910038E-15,1.46222878674876,-1.46222878674875,-4.94297148818141,0.237132146843909,-0.0254066675441034,1.06809883837128,-0.156110615521855,0.868550230814603,1.48847876846882
"Census Tract 1390.01, Los Angeles County, California","Census Tract 1390.01","06037139001","00","06","037",,"139001",,,,,,,,5125,1089,4036,3086,239,4,374,9,28,296,4767,851,3916,3149,217,11,310,10,6,213,358,238,120,-63,22,-7,64,-1,22,83,7.50996433815817,27.9670975323149,3.06435137895812,-2.00063512226104,10.1382488479263,-63.6363636363636,20.6451612903226,-10,366.666666666667,38.9671361502347,5.77315972805081E-15,3.39688201916632,-3.39688201916631,-5.84368345382635,0.111285412413595,-0.152704313701413,0.794519230277262,-0.034165784074455,0.420476139311425,1.30739075043362
"Census Tract 1392, Los Angeles County, California","Census Tract 1392","06037139200","00","06","037",,"139200",,,,,,,,5519,1122,4397,3381,250,9,422,6,36,293,5175,912,4263,3393,237,3,381,7,16,226,344,210,134,-12,13,6,41,-1,20,67,6.64734299516908,23.0263157894737,3.14332629603566,-0.353669319186561,5.48523206751055,200,10.761154855643,-14.2857142857143,125,29.646017699115,0,2.70658148005178,-2.70658148005178,-4.30411936629981,-0.0499040206296562,0.10510200598197,0.283993897235112,-0.0265503534999427,0.343113337937542,0.941783019223009
"Census Tract 1393.01, Los Angeles County, California","Census Tract 1393.01","06037139301","00","06","037",,"139301",,,,,,,,4692,595,4097,3253,163,7,377,0,48,249,4462,426,4036,3397,160,6,296,10,2,165,230,169,61,-144,3,1,81,-10,46,84,5.15463917525773,39.6713615023474,1.51139742319128,-4.23903444215484,1.875,16.6666666666667,27.3648648648649,-100,2300,50.9090909090909,-1.33226762955019E-15,3.13387120872553,-3.13387120872554,-6.8010036825129,-0.111837653035217,0.0147212627767378,1.4011566078695,-0.224114746750336,0.978194953463232,1.60901204946344
"Census Tract 1393.02, Los Angeles County, California","Census Tract 1393.02","06037139302","00","06","037",,"139302",,,,,,,,4734,1538,3196,2091,372,7,426,5,40,255,4422,1197,3225,2185,409,13,408,10,11,189,312,341,-29,-94,-37,-6,18,-5,29,66,7.05563093622795,28.4878863826232,-0.89922480620155,-4.30205949656751,-9.04645476772616,-46.1538461538462,4.41176470588235,-50,263.636363636364,34.9206349206349,5.32907051820075E-15,5.41918246078055,-5.41918246078055,-5.24219552084032,-1.39116034070917,-0.146118124666448,-0.227861728344107,-0.120523090275091,0.596195196388148,1.11248114766644
"Census Tract 1393.03, Los Angeles County, California","Census Tract 1393.03","06037139303","00","06","037",,"139303",,,,,,,,4481,1336,3145,2308,278,2,328,5,29,195,4186,1120,3066,2251,271,15,302,3,28,196,295,216,79,57,7,-13,26,2,1,-1,7.0473005255614,19.2857142857143,2.57664709719504,2.53220790759662,2.5830258302583,-86.6666666666667,8.60927152317881,66.6666666666667,3.57142857142857,-0.510204081632653,1.11022302462516E-14,3.05892064525134,-3.05892064525133,-2.26812619572389,-0.269988494181463,-0.313704420415849,0.105270082856608,0.0399147731362008,-0.0217193516437668,-0.330567039279186
"Census Tract 1394.01, Los Angeles County, California","Census Tract 1394.01","06037139401","00","06","037",,"139401",,,,,,,,2894,606,2288,1712,156,9,217,6,22,166,2645,582,2063,1586,129,12,181,9,11,135,249,24,225,126,27,-3,36,-3,11,31,9.41398865784499,4.12371134020619,10.9064469219583,7.94451450189155,20.9302325581395,-25,19.8895027624309,-33.3333333333333,100,22.962962962963,2.66453525910038E-15,-1.06390511363711,1.06390511363711,-0.805316520850785,0.513336372888043,-0.142697948823131,0.655172098455445,-0.132939149246926,0.344314486787735,0.63203577442672
"Census Tract 1394.02, Los Angeles County, California","Census Tract 1394.02","06037139402","00","06","037",,"139402",,,,,,,,2782,188,2594,2264,51,0,132,0,18,129,2851,148,2703,2413,38,5,120,0,7,120,-69,40,-109,-149,13,-5,12,0,11,9,-2.42020343739039,27.027027027027,-4.03255641879393,-6.17488603398259,34.2105263157895,-100,10,,157.142857142857,7.5,9.10382880192628E-15,1.56656725691365,-1.56656725691364,-3.25666754334184,0.500347854284987,-0.175377060680463,0.535738466026904,0,0.401488649914354,0.427902376882403
"Census Tract 1395.02, Los Angeles County, California","Census Tract 1395.02","06037139502","00","06","037",,"139502",,,,,,,,3118,287,2831,2433,50,1,138,2,20,187,3007,259,2748,2325,46,0,152,6,8,211,111,28,83,108,4,1,-14,-4,12,-24,3.69138676421683,10.8108108108108,3.02037845705968,4.64516129032258,8.69565217391304,,-9.21052631578947,-66.6666666666667,150,-11.3744075829384,5.55111512312578E-15,0.591382561920412,-0.591382561920406,0.711201338420742,0.0738281619134144,0.032071840923669,-0.628957917947709,-0.135390737840058,0.375390925556852,-1.01952617294732
"Census Tract 1395.04, Los Angeles County, California","Census Tract 1395.04","06037139504","00","06","037",,"139504",,,,,,,,3742,463,3279,2595,196,1,221,1,21,244,3476,343,3133,2653,125,3,147,3,4,198,266,120,146,-58,71,-2,74,-2,17,46,7.65247410817031,34.9854227405248,4.6600702202362,-2.18620429702224,56.8,-66.6666666666667,50.3401360544218,-66.6666666666667,425,23.2323232323232,2.66453525910038E-15,2.50539855181656,-2.50539855181656,-6.97541790726238,1.64175327003707,-0.0595824217863471,1.6769338070815,-0.0595824217863471,0.446122422118471,0.824374699781474
"Census Tract 1395.05, Los Angeles County, California","Census Tract 1395.05","06037139505","00","06","037",,"139505",,,,,,,,2565,423,2142,1668,126,0,192,0,20,136,2308,281,2027,1659,72,2,146,1,7,140,257,142,115,9,54,-2,46,-1,13,-4,11.1351819757366,50.5338078291815,5.67340897878638,0.54249547920434,75,-100,31.5068493150685,-100,185.714285714286,-2.85714285714286,3.5527136788005E-15,4.31618474261911,-4.31618474261911,-6.85117617845886,1.79269664629511,-0.0866551126516464,1.15955689338887,-0.0433275563258232,0.476434201235807,-0.763713636102581
"Census Tract 1395.06, Los Angeles County, California","Census Tract 1395.06","06037139506","00","06","037",,"139506",,,,,,,,2767,408,2359,1835,124,1,212,3,25,159,2349,256,2093,1761,101,2,113,1,12,103,418,152,266,74,23,-1,99,2,13,56,17.7948063005534,59.375,12.7090301003344,4.20215786484952,22.7722772277228,-50,87.6106194690265,200,108.333333333333,54.3689320388349,-1.33226762955019E-15,3.84695684389531,-3.84695684389531,-8.65076035246641,0.181685783752839,-0.0490023898088568,2.85116981858961,0.0658493652690447,0.392649918465254,1.36145101230322
"Census Tract 1396, Los Angeles County, California","Census Tract 1396","06037139600","00","06","037",,"139600",,,,,,,,5185,556,4629,3709,222,6,389,7,38,258,4633,393,4240,3594,170,7,294,6,1,168,552,163,389,115,52,-1,95,1,37,90,11.9145262249083,41.4758269720102,9.17452830188679,3.19977740678909,30.5882352941176,-14.2857142857143,32.312925170068,16.6666666666667,3700,53.5714285714286,7.105427357601E-15,2.24061546646308,-2.24061546646307,-6.04065713641665,0.612252756367521,-0.035371587960339,1.15663052842372,0.00549910176481203,0.711299030622004,1.34973184073586
"Census Tract 1397.01, Los Angeles County, California","Census Tract 1397.01","06037139701","00","06","037",,"139701",,,,,,,,5438,453,4985,4116,136,7,406,3,54,263,4920,319,4601,4091,91,3,287,3,8,118,518,134,384,25,45,4,119,0,46,145,10.5284552845528,42.0062695924765,8.346011736579,0.611097531165974,49.4505494505495,133.333333333333,41.4634146341463,0,575,122.881355932203,0,1.84652864366084,-1.84652864366084,-7.46081474238796,0.651325959747277,0.0677481857569587,1.63264680642393,-0.00580826882193059,0.830410510798746,2.43796290482213
"Census Tract 1397.03, Los Angeles County, California","Census Tract 1397.03","06037139703","00","06","037",,"139703",,,,,,,,2693,142,2551,2162,35,3,179,0,17,155,2943,129,2814,2477,49,0,148,3,3,134,-250,13,-263,-315,-14,3,31,-3,14,21,-8.49473326537547,10.077519379845,-9.34612651030561,-12.7169963665725,-28.5714285714286,,20.9459459459459,-100,466.666666666667,15.6716417910448,-4.88498130835069E-15,0.889647453113047,-0.889647453113052,-3.88360404814889,-0.365301919790792,0.111399925733383,1.6179801423229,-0.101936799184506,0.529329446637997,1.20248579931686
"Census Tract 1397.04, Los Angeles County, California","Census Tract 1397.04","06037139704","00","06","037",,"139704",,,,,,,,2624,152,2472,2035,52,8,185,1,10,181,2633,123,2510,2262,29,3,113,1,4,98,-9,29,-38,-227,23,5,72,0,6,83,-0.341815419673376,23.5772357723577,-1.51394422310757,-10.0353669319187,79.3103448275862,166.666666666667,63.716814159292,0,150,84.6938775510204,-9.10382880192628E-15,1.12120552462646,-1.12120552462647,-8.35625515270535,0.880302075903402,0.190939575556029,2.75862238659417,0.00013026502274138,0.229179596676331,3.17587572832622
"Census Tract 1397.05, Los Angeles County, California","Census Tract 1397.05","06037139705","00","06","037",,"139705",,,,,,,,3643,203,3440,2914,47,0,253,0,19,207,3617,149,3468,3099,54,3,162,4,6,140,26,54,-28,-185,-7,-3,91,-4,13,67,0.71882775781034,36.241610738255,-0.807381776239908,-5.96966763472088,-12.962962962963,-100,56.1728395061728,-100,216.666666666667,47.8571428571429,-6.66133814775094E-16,1.45289450016093,-1.45289450016093,-5.68971924827182,-0.202804474038364,-0.0829416643627315,2.46597581752257,-0.110588885816975,0.355664845855926,1.81151910895047
