,Tract,Permit Type,Permit Sub-Type,Issue Date,# of Residential Dwelling Units,AFFD,Zone,Census Tract,Latitude,Longitude,geometry
230,TR 19229,Bldg-New,1 or 2 Family Dwelling,2017-02-09,1,NOAH,RE15-1-H,1943.0,34.10115,-118.38641,POINT (-118.38641 34.10115)
231,TR 10447,Bldg-New,1 or 2 Family Dwelling,2019-03-21,1,NOAH,[Q]R1-1D,2017.0,34.06501,-118.17624,POINT (-118.17624 34.06501)
232,TR 50505,Bldg-New,1 or 2 Family Dwelling,2021-02-04,1,NOAH,[T]RE-1,1082.02,34.29635,-118.58535,POINT (-118.58535 34.29635)
233,TR 74196,Bldg-New,1 or 2 Family Dwelling,2019-05-29,1,NOAH,RU-1,1041.24,34.28135,-118.38472,POINT (-118.38472 34.28135)
234,ROSE HILL COURT,Bldg-New,1 or 2 Family Dwelling,2020-01-23,1,NOAH,[Q]R1-1D,1991.1,34.08222,-118.19744,POINT (-118.19744 34.08222)
235,TR 24545,Bldg-New,1 or 2 Family Dwelling,2018-12-28,1,NOAH,(T)(Q)C2-1,1132.32,34.21979,-118.6095,POINT (-118.6095 34.21979)
236,TR 74196,Bldg-New,1 or 2 Family Dwelling,2019-05-29,1,NOAH,RU-1,1041.24,34.28168,-118.38456,POINT (-118.38456 34.28168)
237,P M 2006-9755,Bldg-New,1 or 2 Family Dwelling,2022-01-06,1,NOAH,"R1-1, CUGU",1219.0,34.21352,-118.38274,POINT (-118.38274 34.21352)
238,OAK HILL PARK TRACT,Bldg-New,1 or 2 Family Dwelling,2017-11-02,1,NOAH,RD1.5-1,1837.02,34.10697,-118.18368,POINT (-118.18368 34.10697)
239,P M 2014-1498,Bldg-New,1 or 2 Family Dwelling,2018-11-08,1,NOAH,R1-1,1345.22,34.20694,-118.60274,POINT (-118.60274 34.20694)
241,TR 4085,Bldg-New,1 or 2 Family Dwelling,2016-05-11,1,NOAH,R1-1,1852.04,34.09888,-118.22524,POINT (-118.22524 34.09888)
242,TR 74196,Bldg-New,1 or 2 Family Dwelling,2019-05-29,1,NOAH,RU-1,1041.24,34.28183,-118.38472,POINT (-118.38472 34.28183)
244,TR 16692,Bldg-New,1 or 2 Family Dwelling,2018-05-07,1,NOAH,RE11-1,2625.01,34.04976,-118.51449,POINT (-118.51449 34.04976)
245,TR 9300,Bldg-New,1 or 2 Family Dwelling,2017-10-10,1,NOAH,R1-1,2626.04,34.04939,-118.53777,POINT (-118.53777 34.04939)
246,NORMANDIE AVENUE TRACT,Bldg-New,1 or 2 Family Dwelling,2022-04-18,1,NOAH,RD1.5-1,2312.1,34.01651,-118.29698,POINT (-118.29698 34.01651)
247,TR 8254,Bldg-New,1 or 2 Family Dwelling,2018-06-25,1,NOAH,R1-1,1863.02,34.1075,-118.22783,POINT (-118.22783 34.1075)
248,TR 3901,Bldg-New,1 or 2 Family Dwelling,2019-11-20,1,NOAH,R1-1,2751.02,33.99772,-118.40886,POINT (-118.40886 33.99772)
249,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2019-06-13,1,NOAH,[T]RE-1,1082.02,34.2844,-118.57785,POINT (-118.57785 34.2844)
250,TR 16916,Bldg-New,1 or 2 Family Dwelling,2018-07-10,1,NOAH,RE15-1-H,1397.02,34.14772,-118.48829,POINT (-118.48829 34.14772)
251,TR 5822,Bldg-New,1 or 2 Family Dwelling,2018-11-21,1,NOAH,R1-1,1413.04,34.14859,-118.4512,POINT (-118.4512 34.14859)
253,WOOD AND SCHLEICHER'S FIGUEROA PARK SQUARE,Bldg-New,1 or 2 Family Dwelling,2018-09-20,1,NOAH,R3-1,2383.2,33.96201,-118.28488,POINT (-118.28488 33.96201)
254,TR 9300,Bldg-New,1 or 2 Family Dwelling,2018-05-30,1,NOAH,R1-1,2627.06,34.03657,-118.52491,POINT (-118.52491 34.03657)
256,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2019-06-13,1,NOAH,[T]RE-1,1082.02,34.28443,-118.57806,POINT (-118.57806 34.28443)
258,TR 7203,Bldg-New,1 or 2 Family Dwelling,2021-06-25,1,NOAH,R1-1,1439.01,34.13822,-118.39847,POINT (-118.39847 34.13822)
259,TR 15593,Bldg-New,1 or 2 Family Dwelling,2019-01-29,1,NOAH,R1V2,2690.0,34.03344,-118.40546,POINT (-118.40546 34.03344)
260,TR 4353,Bldg-New,1 or 2 Family Dwelling,2021-06-24,1,NOAH,R1V3,1945.0,34.07945,-118.372,POINT (-118.372 34.07945)
261,TR 26347,Bldg-New,1 or 2 Family Dwelling,2018-09-20,1,NOAH,RA-1,1173.02,34.23221,-118.4983,POINT (-118.4983 34.23221)
262,TR 18140,Bldg-New,1 or 2 Family Dwelling,2018-09-26,1,NOAH,R1V2,2714.0,34.00675,-118.44911,POINT (-118.44911 34.00675)
263,TR 2605,Bldg-New,1 or 2 Family Dwelling,2020-06-08,1,NOAH,RA-1,1398.02,34.14907,-118.55624,POINT (-118.55624 34.14907)
264,TR 9358,Bldg-New,1 or 2 Family Dwelling,2017-12-21,1,NOAH,RD1.5-1-O,2735.02,33.988,-118.4681,POINT (-118.4681 33.988)
265,TR 9300,Bldg-New,1 or 2 Family Dwelling,2019-08-01,1,NOAH,R1V1,2625.01,34.04878,-118.52052,POINT (-118.52052 34.04878)
266,TR 5609,Bldg-New,1 or 2 Family Dwelling,2017-07-18,1,NOAH,RD1.5-1-O,2671.0,34.05567,-118.42409,POINT (-118.42409 34.05567)
269,TR 21862,Bldg-New,1 or 2 Family Dwelling,2019-01-03,1,NOAH,RE11-1,1397.02,34.14604,-118.50484,POINT (-118.50484 34.14604)
270,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2019-06-13,1,NOAH,[T]RE-1,1082.02,34.28446,-118.57829,POINT (-118.57829 34.28446)
272,TR 1740,Bldg-New,1 or 2 Family Dwelling,2020-09-11,1,NOAH,RD1.5-1-O,2172.0,34.04722,-118.34711,POINT (-118.34711 34.04722)
274,TR 6139,Bldg-New,1 or 2 Family Dwelling,2019-08-07,1,NOAH,R1-1,2717.01,34.02858,-118.42187,POINT (-118.42187 34.02858)
276,SUBDIVISION OF BLOCKS 38 TO 44 INCLUSIVE WESTGATE ACRES,Bldg-New,1 or 2 Family Dwelling,2018-08-29,1,NOAH,RS-1,2641.02,34.06042,-118.47127,POINT (-118.47127 34.06042)
278,TR 8463,Bldg-New,1 or 2 Family Dwelling,2018-02-05,1,NOAH,RD2-1VL,1951.0,34.0976,-118.27446,POINT (-118.27446 34.0976)
279,TR 1719,Bldg-New,1 or 2 Family Dwelling,2019-06-06,1,NOAH,R1-1,2628.02,34.02899,-118.51711,POINT (-118.51711 34.02899)
280,TR 2955,Bldg-New,1 or 2 Family Dwelling,2017-06-01,1,NOAH,RA-1,1397.02,34.15418,-118.51348,POINT (-118.51348 34.15418)
282,TR 50509,Bldg-New,1 or 2 Family Dwelling,2021-03-05,1,NOAH,[T]RE-1,1082.02,34.28539,-118.58186,POINT (-118.58186 34.28539)
284,TR 4812,Bldg-New,1 or 2 Family Dwelling,2019-05-31,1,NOAH,R2-1-CUGU,2038.0,34.04257,-118.19364,POINT (-118.19364 34.04257)
286,TR 7175,Bldg-New,1 or 2 Family Dwelling,2021-06-08,1,NOAH,R1-1,1238.0,34.1764,-118.4008,POINT (-118.4008 34.1764)
287,,Bldg-New,1 or 2 Family Dwelling,2021-09-02,1,NOAH,A2-1,1132.11,34.26867,-118.60788,POINT (-118.60788 34.26867)
289,FOREST HEIGHTS TRACT,Bldg-Alter/Repair,1 or 2 Family Dwelling,2019-11-26,1,NOAH,RD1.5-1-CUGU,2037.2,34.0447,-118.20033,POINT (-118.20033 34.0447)
290,TR 21176,Bldg-New,1 or 2 Family Dwelling,2021-02-20,1,NOAH,RE15-1-H-HCR,2611.01,34.12122,-118.38837,POINT (-118.38837 34.12122)
291,EAST LOS ANGELES,Bldg-New,1 or 2 Family Dwelling,2019-05-22,1,NOAH,RD3-1-HPOZ,1998.0,34.07007,-118.20838,POINT (-118.20838 34.07007)
292,TR 24583,Bldg-New,1 or 2 Family Dwelling,2019-11-12,1,NOAH,RE15-1-H,1897.01,34.13012,-118.32837,POINT (-118.32837 34.13012)
293,TR 5713,Bldg-New,1 or 2 Family Dwelling,2022-07-18,1,NOAH,R1V2-O,2690.0,34.0442,-118.4034,POINT (-118.4034 34.0442)
295,TR 5845,Bldg-New,1 or 2 Family Dwelling,2017-04-18,1,NOAH,RE11-1,1832.21,34.12632,-118.19215,POINT (-118.19215 34.12632)
296,TR 13022,Bldg-New,1 or 2 Family Dwelling,2020-08-12,1,NOAH,RE15-1-H,1415.0,34.14979,-118.48054,POINT (-118.48054 34.14979)
297,TR 7358,Bldg-Alter/Repair,Apartment,2019-01-22,1,NOAH,R3-1,2753.11,33.99357,-118.42444,POINT (-118.42444 33.99357)
298,TR 8135,Bldg-New,1 or 2 Family Dwelling,2022-04-21,1,NOAH,R3-1-O,2691.0,34.05467,-118.39007,POINT (-118.39007 34.05467)
299,WEST ADAMS HEIGHTS,Bldg-Addition,Commercial,2018-03-09,1,NOAH,RD2-1-HPOZ,2214.02,34.03801,-118.30519,POINT (-118.30519 34.03801)
300,TR 18052,Bldg-New,1 or 2 Family Dwelling,2021-07-30,1,NOAH,R1-1-RIO,1289.1,34.16106,-118.4526,POINT (-118.4526 34.16106)
301,PIRCH SYNDICATE TRACT,Bldg-New,1 or 2 Family Dwelling,2017-07-03,1,NOAH,R1-1,1832.2,34.12198,-118.18916,POINT (-118.18916 34.12198)
302,TR 6735,Bldg-New,1 or 2 Family Dwelling,2019-10-03,1,NOAH,R1-1,2754.0,33.99249,-118.43913,POINT (-118.43913 33.99249)
303,TR 6460,Bldg-New,1 or 2 Family Dwelling,2020-04-15,1,NOAH,RD1.5-1,2703.0,34.03711,-118.36654,POINT (-118.36654 34.03711)
304,TR 8463,Bldg-New,1 or 2 Family Dwelling,2018-02-05,1,NOAH,RD2-1VL,1951.0,34.09733,-118.27464,POINT (-118.27464 34.09733)
306,TR 5780,Bldg-New,1 or 2 Family Dwelling,2020-03-09,1,NOAH,RD2-1,2200.0,34.02714,-118.34156,POINT (-118.34156 34.02714)
307,TR 4295,Bldg-New,1 or 2 Family Dwelling,2019-05-30,1,NOAH,R1-1,1252.0,34.15939,-118.38508,POINT (-118.38508 34.15939)
309,TR 4954,Bldg-New,1 or 2 Family Dwelling,2020-04-23,1,NOAH,R1-1,1411.02,34.14506,-118.43413,POINT (-118.43413 34.14506)
310,LEMON GROVE TRACT,Bldg-Addition,1 or 2 Family Dwelling,2017-08-23,1,NOAH,R2-1XL,1917.1,34.08652,-118.31047,POINT (-118.31047 34.08652)
311,TR 3631,Bldg-New,1 or 2 Family Dwelling,2017-11-08,1,NOAH,RD1.5-1,1862.01,34.12281,-118.21902,POINT (-118.21902 34.12281)
312,TR 6790,Bldg-New,1 or 2 Family Dwelling,2021-06-24,1,NOAH,R1V3,1945.0,34.07934,-118.36784,POINT (-118.36784 34.07934)
314,TR 13492,Bldg-New,1 or 2 Family Dwelling,2016-12-16,1,NOAH,R1-1-O,2695.0,34.04418,-118.39609,POINT (-118.39609 34.04418)
315,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2019-03-07,1,NOAH,[T]RE-1,1082.02,34.28484,-118.57279,POINT (-118.57279 34.28484)
316,TR 17419,Bldg-New,1 or 2 Family Dwelling,2022-07-21,1,NOAH,RE15-1-H,2611.01,34.11336,-118.40583,POINT (-118.40583 34.11336)
317,TR 6143,Bldg-New,1 or 2 Family Dwelling,2019-10-25,1,NOAH,R1V2,1920.01,34.08263,-118.34502,POINT (-118.34502 34.08263)
318,TR 5609,Bldg-New,1 or 2 Family Dwelling,2022-04-21,1,NOAH,R1-1,2672.0,34.0463,-118.43671,POINT (-118.43671 34.0463)
319,TR 5947,Bldg-New,1 or 2 Family Dwelling,2019-04-04,1,NOAH,(T)RS-1-RIO,1329.0,34.18319,-118.52704,POINT (-118.52704 34.18319)
320,TR 29033,Bldg-New,1 or 2 Family Dwelling,2016-08-18,1,NOAH,RE40-1-H,1439.01,34.12513,-118.39743,POINT (-118.39743 34.12513)
321,TR 17245,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-05-08,1,NOAH,R1-1,1313.0,34.21008,-118.52181,POINT (-118.52181 34.21008)
322,TR 7944,Bldg-New,1 or 2 Family Dwelling,2019-01-24,1,NOAH,R1V3,2146.0,34.07465,-118.36356,POINT (-118.36356 34.07465)
323,TR 20235,Bldg-New,1 or 2 Family Dwelling,2020-07-20,1,NOAH,R1-1,2623.03,34.06671,-118.48307,POINT (-118.48307 34.06671)
324,BRENTWOOD PARK,Bldg-New,1 or 2 Family Dwelling,2019-08-30,1,NOAH,RE11-1,2640.0,34.0508,-118.49158,POINT (-118.49158 34.0508)
326,SUNNY SIDE,Bldg-New,1 or 2 Family Dwelling,2019-06-10,1,NOAH,RD2-1,2404.01,33.94834,-118.28626,POINT (-118.28626 33.94834)
328,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2019-03-07,1,NOAH,[T]RE-1,1082.02,34.28474,-118.57303,POINT (-118.57303 34.28474)
330,OCEAN PARK VILLA TRACT NO. 2,Bldg-New,1 or 2 Family Dwelling,2020-01-30,1,NOAH,RD1.5-1,2733.0,33.99313,-118.46748,POINT (-118.46748 33.99313)
331,LINDA VISTA TRACT,Bldg-Addition,1 or 2 Family Dwelling,2018-08-15,1,NOAH,R1-1-HPOZ,1831.04,34.12166,-118.17648,POINT (-118.17648 34.12166)
332,TR 15490,Bldg-New,1 or 2 Family Dwelling,2022-07-20,1,NOAH,RA-1,1397.01,34.16177,-118.48565,POINT (-118.48565 34.16177)
333,TR 6293,Bldg-New,1 or 2 Family Dwelling,2020-01-30,1,NOAH,R1-1,1439.01,34.13717,-118.41014,POINT (-118.41014 34.13717)
334,TR 9300,Bldg-New,1 or 2 Family Dwelling,2019-04-08,1,NOAH,R1-1,2627.06,34.03818,-118.52669,POINT (-118.52669 34.03818)
335,TR 24583,Bldg-New,1 or 2 Family Dwelling,2017-02-15,1,NOAH,RE15-1-H,1897.01,34.12472,-118.32834,POINT (-118.32834 34.12472)
336,TR 13525,Bldg-New,1 or 2 Family Dwelling,2018-05-07,1,NOAH,R1-1-RIO,1411.01,34.15322,-118.42784,POINT (-118.42784 34.15322)
337,TR 3631,Bldg-New,1 or 2 Family Dwelling,2017-11-08,1,NOAH,RD1.5-1,1862.01,34.12281,-118.21902,POINT (-118.21902 34.12281)
338,TR 11557,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-03-28,1,NOAH,R1-1,1943.0,34.09334,-118.38754,POINT (-118.38754 34.09334)
339,TR 586,Bldg-New,1 or 2 Family Dwelling,2018-10-18,1,NOAH,R1-1XL-O-CUGU,2946.2,33.7871,-118.24424,POINT (-118.24424 33.7871)
340,TR 23290,Bldg-New,1 or 2 Family Dwelling,2020-01-28,1,NOAH,RE20-1-H-HCR,2611.02,34.12323,-118.43244,POINT (-118.43244 34.12323)
341,TR 104,Bldg-New,1 or 2 Family Dwelling,2020-01-30,1,NOAH,[Q]R1-1D,1993.0,34.09459,-118.19982,POINT (-118.19982 34.09459)
342,TR 8789,Bldg-New,1 or 2 Family Dwelling,2018-04-25,1,NOAH,R1-1,1318.0,34.20682,-118.51955,POINT (-118.51955 34.20682)
343,GARVANZA VISTA TRACT,Bldg-New,1 or 2 Family Dwelling,2019-01-03,1,NOAH,R1-1,1831.01,34.12153,-118.18105,POINT (-118.18105 34.12153)
345,SEA-GIRT TRACT,Bldg-New,1 or 2 Family Dwelling,2020-01-28,1,NOAH,RD1.5-1,2733.0,33.99612,-118.47109,POINT (-118.47109 33.99612)
348,TR 3533,Bldg-Addition,1 or 2 Family Dwelling,2020-01-27,1,NOAH,R3-1-O,2739.02,33.98673,-118.46582,POINT (-118.46582 33.98673)
349,TR 8463,Bldg-New,1 or 2 Family Dwelling,2017-09-15,1,NOAH,RD2-1VL,1951.0,34.09733,-118.27464,POINT (-118.27464 34.09733)
350,TR 12454,Bldg-New,1 or 2 Family Dwelling,2021-06-21,1,NOAH,R1-1,2760.0,33.97128,-118.38727,POINT (-118.38727 33.97128)
351,OAK HILL PARK TRACT,Bldg-New,1 or 2 Family Dwelling,2017-11-02,1,NOAH,RD1.5-1,1837.02,34.10716,-118.18371,POINT (-118.18371 34.10716)
352,TR 3631,Bldg-New,1 or 2 Family Dwelling,2017-11-08,1,NOAH,RD1.5-1,1862.01,34.12281,-118.21902,POINT (-118.21902 34.12281)
353,OAK HILL PARK TRACT,Bldg-New,1 or 2 Family Dwelling,2017-11-02,1,NOAH,RD1.5-1,1837.02,34.10721,-118.18382,POINT (-118.18382 34.10721)
354,TR 9354,Bldg-New,1 or 2 Family Dwelling,2018-04-17,1,NOAH,R1-1-RIO,1431.0,34.14771,-118.35612,POINT (-118.35612 34.14771)
356,P M 2008-1278,Bldg-New,1 or 2 Family Dwelling,2020-01-30,1,NOAH,R1-1-CDO,1861.0,34.12551,-118.22899,POINT (-118.22899 34.12551)
359,P M 2006-5001,Bldg-New,1 or 2 Family Dwelling,2021-06-22,1,NOAH,R1-1,1395.02,34.16403,-118.52661,POINT (-118.52661 34.16403)
363,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
366,TR 8708,Bldg-New,1 or 2 Family Dwelling,2019-12-12,1,NOAH,R1-1,2753.02,33.98738,-118.42929,POINT (-118.42929 33.98738)
367,TR 9300,Bldg-New,1 or 2 Family Dwelling,2020-01-29,1,NOAH,R1-1,2627.06,34.03633,-118.52579,POINT (-118.52579 34.03633)
370,TR 3631,Bldg-New,1 or 2 Family Dwelling,2017-11-08,1,NOAH,RD1.5-1,1862.01,34.12281,-118.21902,POINT (-118.21902 34.12281)
371,SEA-GIRT TRACT,Bldg-New,1 or 2 Family Dwelling,2020-01-28,1,NOAH,RD1.5-1,2733.0,33.99612,-118.47109,POINT (-118.47109 33.99612)
372,TR 50505,Bldg-New,1 or 2 Family Dwelling,2021-02-04,1,NOAH,[T]RE-1,1082.02,34.29628,-118.58511,POINT (-118.58511 34.29628)
373,ALBERT H. BEACH'S COTTAGE TERRACE,Bldg-New,1 or 2 Family Dwelling,2022-07-18,1,NOAH,R1-1-CDO,1852.03,34.09978,-118.23145,POINT (-118.23145 34.09978)
374,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
375,TR 23664,Bldg-Alter/Repair,1 or 2 Family Dwelling,2022-04-04,1,NOAH,RS-1,1041.03,34.27899,-118.39272,POINT (-118.39272 34.27899)
376,BELLEVUE AVENUE TRACT NO. 2,Bldg-Addition,1 or 2 Family Dwelling,2017-04-17,1,NOAH,RD1.5-1VL,1957.1,34.07579,-118.26621,POINT (-118.26621 34.07579)
378,LINDA VISTA TRACT,Bldg-Alter/Repair,1 or 2 Family Dwelling,2019-09-23,1,NOAH,R1-1-HPOZ,1831.04,34.12166,-118.17648,POINT (-118.17648 34.12166)
379,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
381,CIELO VISTA TERRACE,Bldg-New,1 or 2 Family Dwelling,2020-01-27,1,NOAH,RE9-1,1942.0,34.10033,-118.36771,POINT (-118.36771 34.10033)
382,PARK VILLA TRACT,Bldg-Alter/Repair,Apartment,2019-01-23,1,NOAH,RD1.5-1-O-HPOZ,2244.2,34.03383,-118.27647,POINT (-118.27647 34.03383)
383,TR 3631,Bldg-New,1 or 2 Family Dwelling,2017-11-08,1,NOAH,RD1.5-1,1862.01,34.12281,-118.21902,POINT (-118.21902 34.12281)
384,TR 15149,Bldg-New,1 or 2 Family Dwelling,2020-06-26,1,NOAH,RE15-1-H-HCR,2622.0,34.08445,-118.47315,POINT (-118.47315 34.08445)
385,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
389,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2018-10-30,1,NOAH,[T]RE-1,1082.02,34.28363,-118.57961,POINT (-118.57961 34.28363)
393,TR 4905,Bldg-Addition,1 or 2 Family Dwelling,2020-07-15,1,NOAH,R2-1VL-RIO,1872.0,34.10093,-118.24711,POINT (-118.24711 34.10093)
396,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
397,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-03-13,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
399,TR 8978,Bldg-New,1 or 2 Family Dwelling,2017-07-05,1,NOAH,RE11-1,2628.02,34.04982,-118.50417,POINT (-118.50417 34.04982)
401,TR 9587,Bldg-New,1 or 2 Family Dwelling,2017-08-31,1,NOAH,RA-1,1352.01,34.1808,-118.62922,POINT (-118.62922 34.1808)
403,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2022-07-18,1,NOAH,[T]RE-1,1082.02,34.28806,-118.57537,POINT (-118.57537 34.28806)
404,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
405,P M 2000-0008,Bldg-New,1 or 2 Family Dwelling,2019-01-15,1,NOAH,RS-1-K,1066.04,34.29863,-118.46573,POINT (-118.46573 34.29863)
406,TR 4954,Bldg-New,1 or 2 Family Dwelling,2020-10-13,1,NOAH,R1-1,1412.02,34.14586,-118.4391,POINT (-118.4391 34.14586)
407,TR 21187,Bldg-New,1 or 2 Family Dwelling,2019-12-10,1,NOAH,C1-1VL,1091.0,34.27428,-118.46813,POINT (-118.46813 34.27428)
408,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
409,HYLAND HEIGHTS TRACT,Bldg-Alter/Repair,1 or 2 Family Dwelling,2021-02-03,1,NOAH,R2-1-CUGU,2038.0,34.04474,-118.19684,POINT (-118.19684 34.04474)
410,TR 6410,Bldg-New,1 or 2 Family Dwelling,2018-05-23,1,NOAH,[Q]R3-1,1241.02,34.17588,-118.38025,POINT (-118.38025 34.17588)
411,TR 10866,Bldg-New,1 or 2 Family Dwelling,2018-01-26,1,NOAH,RE11-1-RFA-RIO,1436.02,34.14313,-118.38494,POINT (-118.38494 34.14313)
412,VISTA DEL ORO,Bldg-New,1 or 2 Family Dwelling,2017-05-22,1,NOAH,R1-1XL,2970.0,33.73366,-118.3079,POINT (-118.3079 33.73366)
413,TR 9196,Bldg-New,1 or 2 Family Dwelling,2019-05-24,1,NOAH,R1-1,2430.0,33.94217,-118.22954,POINT (-118.22954 33.94217)
414,DU RAY PLACE,Bldg-New,1 or 2 Family Dwelling,2019-05-06,1,NOAH,RD1.5-1,2199.01,34.03013,-118.36069,POINT (-118.36069 34.03013)
416,TR 4954,Bldg-New,1 or 2 Family Dwelling,2021-02-11,1,NOAH,R1-1,1412.02,34.14719,-118.43962,POINT (-118.43962 34.14719)
417,TR 13564,Bldg-New,1 or 2 Family Dwelling,2022-04-22,1,NOAH,R1-1-RIO,1246.0,34.15695,-118.42674,POINT (-118.42674 34.15695)
418,LINDSEY ADDITION,Bldg-New,1 or 2 Family Dwelling,2020-11-02,1,NOAH,R2-1,2677.0,34.03756,-118.44764,POINT (-118.44764 34.03756)
421,TR 51797,Bldg-New,1 or 2 Family Dwelling,2017-09-20,1,NOAH,(T)(Q)RA-1-H,1131.02,34.269,-118.56483,POINT (-118.56483 34.269)
422,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
426,VENICE DEL REY TRACT NO. 2,Bldg-New,1 or 2 Family Dwelling,2017-05-25,1,NOAH,R1-1,2753.11,33.98864,-118.42407,POINT (-118.42407 33.98864)
429,TR 7221,Bldg-New,1 or 2 Family Dwelling,2018-11-26,1,NOAH,R1-1,1372.01,34.16934,-118.62043,POINT (-118.62043 34.16934)
431,TR 6460,Bldg-New,1 or 2 Family Dwelling,2020-04-15,1,NOAH,RD1.5-1,2703.0,34.03711,-118.36654,POINT (-118.36654 34.03711)
432,TR 1000,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19826,-118.63247,POINT (-118.63247 34.19826)
434,TR 9300,Bldg-New,1 or 2 Family Dwelling,2016-06-13,1,NOAH,R1-1,2625.01,34.05319,-118.52005,POINT (-118.52005 34.05319)
437,EAST OCEAN PARK VILLA TRACT,Bldg-New,1 or 2 Family Dwelling,2017-10-20,1,NOAH,R1V2,2719.02,34.01,-118.4306,POINT (-118.4306 34.01)
438,WESTGATE ACRES,Bldg-New,1 or 2 Family Dwelling,2019-02-21,1,NOAH,RS-1,2641.02,34.05442,-118.47067,POINT (-118.47067 34.05442)
440,TR 73714,Bldg-New,1 or 2 Family Dwelling,2019-12-02,1,NOAH,(T)(Q)RD3-1,1344.22,34.19833,-118.63216,POINT (-118.63216 34.19833)
442,TR 36925,Bldg-New,1 or 2 Family Dwelling,2017-08-03,1,NOAH,RA-1-H,1066.43,34.2918,-118.5134,POINT (-118.5134 34.2918)
443,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2019-06-13,1,NOAH,[T]RE-1,1082.02,34.28475,-118.57846,POINT (-118.57846 34.28475)
446,TR 8539,Bldg-New,1 or 2 Family Dwelling,2022-04-18,1,NOAH,R1-1,2756.03,33.99015,-118.40779,POINT (-118.40779 33.99015)
448,TR 3558,Bldg-New,1 or 2 Family Dwelling,2019-09-06,1,NOAH,RA-1,1373.01,34.17384,-118.63603,POINT (-118.63603 34.17384)
449,TR 49104-06-C,Bldg-New,1 or 2 Family Dwelling,2019-05-31,1,NOAH,R4(PV),2756.02,33.9721,-118.42177,POINT (-118.42177 33.9721)
450,CIELO VISTA TERRACE,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-04-20,1,NOAH,RE9-1,1942.0,34.10155,-118.36736,POINT (-118.36736 34.10155)
451,TR 7668,Bldg-New,1 or 2 Family Dwelling,2019-12-19,1,NOAH,R1V2,2723.01,34.00907,-118.42058,POINT (-118.42058 34.00907)
452,TR 5294,Bldg-New,1 or 2 Family Dwelling,2019-11-12,1,NOAH,[Q]C2-1,2405.0,33.94351,-118.27372,POINT (-118.27372 33.94351)
453,TR 50505,Bldg-New,1 or 2 Family Dwelling,2020-02-18,1,NOAH,[T]RE-1,1082.02,34.29715,-118.58123,POINT (-118.58123 34.29715)
454,LOS ANGELES OLIVE GROWERS ASSOCIATION LANDS,Bldg-New,1 or 2 Family Dwelling,2019-04-17,1,NOAH,RD3-1XL,1064.05,34.31757,-118.44483,POINT (-118.44483 34.31757)
455,TR 4606,Bldg-New,1 or 2 Family Dwelling,2018-05-10,1,NOAH,R1-1,1254.02,34.15565,-118.37685,POINT (-118.37685 34.15565)
456,TR 8289,Bldg-New,1 or 2 Family Dwelling,2017-07-03,1,NOAH,[Q]R1-1D,2017.0,34.06672,-118.1771,POINT (-118.1771 34.06672)
458,BEL-AIR,Bldg-New,1 or 2 Family Dwelling,2021-06-24,1,NOAH,RE20-1-H-HCR,2621.0,34.10125,-118.4543,POINT (-118.4543 34.10125)
